time;peak_left
1269.387329;0.013518
1292.497192;0.030538
1316.791626;0.057034
1341.157593;0.085669
1365.459351;0.130186
1390.197632;0.184014
1414.891724;0.231107
1439.279785;0.283343
1464.028809;0.356092
1488.903931;0.418266
1513.645386;0.460605
1538.166992;0.520447
1563.005859;0.593694
1587.930786;0.642977
1612.749634;0.668880
1637.352539;0.715617
1662.210327;0.778825
1687.184937;0.813154
1712.100464;0.825975
1736.776855;0.846061
