time;peak_right
1382.710937;0.009430
1407.113892;0.024709
1431.575684;0.053760
1455.908813;0.086549
1480.005371;0.134123
1504.755005;0.191435
1529.433228;0.245465
1553.762085;0.305140
1578.519531;0.383891
1603.416870;0.451212
1628.148071;0.498270
1652.637573;0.564431
1677.495239;0.642443
1702.449585;0.696297
1727.267944;0.722823
1751.843872;0.769832
1776.711548;0.839638
1801.707031;0.881388
1826.639282;0.893349
1851.294556;0.904806
