time;sig_left;sig_right
0.000000;0.001261;0.000864
5.208333;-0.000258;0.001010
10.416667;-0.001344;-0.000426
15.625000;-0.000232;-0.001147
20.833334;0.001048;-0.000081
26.041666;0.000844;0.001003
31.250000;-0.000777;0.000616
36.458332;-0.001327;-0.000817
41.666668;0.000458;-0.001000
46.875000;0.001201;0.000436
52.083332;0.000316;0.001174
57.291668;-0.001255;-0.000019
62.500000;-0.000750;-0.001112
67.708336;0.000898;-0.000613
72.916664;0.001286;0.000848
78.125000;-0.000506;0.000888
83.333336;-0.001228;-0.000496
88.541664;-0.000209;-0.001100
93.750000;0.001224;-0.000021
98.958336;0.000681;0.001166
104.166664;-0.000943;0.000464
109.375000;-0.001123;-0.000874
114.583336;0.000498;-0.000936
119.791664;0.001330;0.000615
125.000000;0.000128;0.001106
130.208328;-0.001389;-0.000087
135.416672;-0.000658;-0.001203
140.625000;0.001078;-0.000387
145.833328;0.001037;0.001035
151.041672;-0.000565;0.000813
156.250000;-0.001361;-0.000637
161.458328;0.000060;-0.001195
166.666672;0.001214;0.000245
171.875000;0.000596;0.001179
177.083328;-0.001116;0.000330
182.291672;-0.000871;-0.001051
187.500000;0.000476;-0.000717
192.708328;0.001356;0.000640
197.916672;-0.000031;0.001041
203.125000;-0.001348;-0.000179
208.333328;-0.000404;-0.001220
213.541672;0.001075;-0.000199
218.750000;0.001039;0.001035
223.958328;-0.000637;0.000808
229.166672;-0.001283;-0.000779
234.375000;0.000172;-0.001124
239.583328;0.001292;0.000401
244.791672;0.000436;0.001090
250.000000;-0.001227;0.000303
255.208328;-0.000741;-0.001115
260.416656;0.000647;-0.000689
265.625000;0.001313;0.000696
270.833344;-0.000304;0.001101
276.041656;-0.001294;-0.000374
281.250000;-0.000307;-0.001167
286.458344;0.001125;-0.000112
291.666656;0.000985;0.001179
296.875000;-0.000864;0.000596
302.083344;-0.001074;-0.000782
307.291656;0.000248;-0.001106
312.500000;0.001337;0.000476
317.708344;0.000385;0.001070
322.916656;-0.001195;0.000177
328.125000;-0.000779;-0.001246
333.333344;0.000958;-0.000581
338.541656;0.001132;0.000975
343.750000;-0.000318;0.000951
348.958344;-0.001341;-0.000534
354.166656;-0.000082;-0.001217
359.375000;0.001179;0.000095
364.583344;0.000867;0.001194
369.791656;-0.000974;0.000526
375.000000;-0.001056;-0.000906
380.208344;0.000462;-0.000852
385.416656;0.001303;0.000576
390.625000;0.000219;0.001069
395.833344;-0.001334;-0.000039
401.041656;-0.000557;-0.001159
406.250000;0.000985;-0.000468
411.458344;0.001119;0.001030
416.666656;-0.000506;0.000905
421.875000;-0.001298;-0.000677
427.083344;-0.000059;-0.001120
432.291656;0.001316;0.000144
437.500000;0.000620;0.001198
442.708344;-0.001035;0.000388
447.916656;-0.000994;-0.001076
453.125000;0.000566;-0.000764
458.333344;0.001337;0.000626
463.541656;-0.000087;0.001143
468.750000;-0.001269;-0.000155
473.958344;-0.000483;-0.001272
479.166656;0.001079;-0.000224
484.375000;0.000988;0.000895
489.583344;-0.000661;0.000851
494.791656;-0.001217;-0.000892
500.000000;0.000128;-0.001033
505.208344;0.001277;0.000331
510.416656;0.000439;0.001164
515.625000;-0.001168;0.000229
520.833313;-0.000857;-0.001074
526.041687;0.000744;-0.000734
531.250000;0.001218;0.000795
536.458313;-0.000112;0.000928
541.666687;-0.001280;-0.000317
546.875000;-0.000306;-0.001225
552.083313;0.001194;-0.000016
557.291687;0.000834;0.001097
562.500000;-0.000817;0.000733
567.708313;-0.001256;-0.000934
572.916687;0.000307;-0.000920
578.125000;0.001297;0.000428
583.333313;0.000340;0.001226
588.541687;-0.001215;0.000132
593.750000;-0.000699;-0.001188
598.958313;0.000812;-0.000474
604.166687;0.001228;0.000846
609.375000;-0.000367;0.001087
614.583313;-0.001307;-0.000593
619.791687;-0.000116;-0.001183
625.000000;0.001290;0.000095
630.208313;0.000637;0.001106
635.416687;-0.000812;0.000535
640.625000;-0.001076;-0.000924
645.833313;0.000433;-0.000959
651.041687;0.001233;0.000669
656.250000;0.000193;0.001138
661.458313;-0.001282;-0.000024
666.666687;-0.000464;-0.001215
671.875000;0.001015;-0.000415
677.083313;0.000992;0.001006
682.291687;-0.000443;0.000836
687.500000;-0.001373;-0.000593
692.708313;0.000027;-0.001150
