time;sig_left;sig_right
0.000000;0.000322;0.000037
5.208333;0.000536;0.000504
10.416667;-0.000134;-0.000054
15.625000;-0.000509;-0.000388
20.833334;-0.000154;-0.000241
26.041666;0.000500;0.000299
31.250000;0.000393;0.000307
36.458332;-0.000428;-0.000000
41.666668;-0.000430;-0.000573
46.875000;0.000048;0.000117
52.083332;0.000694;0.000237
57.291668;0.000021;0.000344
62.500000;-0.000440;-0.000331
67.708336;-0.000324;-0.000324
72.916664;0.000393;0.000019
78.125000;0.000568;0.000476
83.333336;-0.000256;-0.000016
88.541664;-0.000541;-0.000426
93.750000;-0.000143;-0.000179
98.958336;0.000672;0.000196
104.166664;0.000227;0.000448
109.375000;-0.000371;-0.000121
114.583336;-0.000482;-0.000455
119.791664;0.000203;-0.000017
125.000000;0.000666;0.000390
130.208328;0.000008;0.000306
135.416672;-0.000550;-0.000460
140.625000;-0.000259;-0.000294
145.833328;0.000374;0.000260
151.041672;0.000618;0.000331
156.250000;-0.000402;0.000133
161.458328;-0.000485;-0.000559
166.666672;0.000004;-0.000107
171.875000;0.000622;0.000268
177.083328;0.000300;0.000402
182.291672;-0.000470;-0.000231
187.500000;-0.000480;-0.000489
192.708328;0.000340;0.000074
197.916672;0.000602;0.000372
203.125000;-0.000062;0.000320
208.333328;-0.000574;-0.000424
213.541672;-0.000209;-0.000331
218.750000;0.000456;0.000200
223.958328;0.000573;0.000458
229.166672;-0.000314;-0.000006
234.375000;-0.000606;-0.000403
239.583328;0.000096;-0.000212
244.791672;0.000727;0.000411
250.000000;0.000096;0.000375
255.208328;-0.000504;-0.000246
260.416656;-0.000444;-0.000459
265.625000;0.000395;-0.000037
270.833344;0.000585;0.000398
276.041656;-0.000074;0.000301
281.250000;-0.000640;-0.000548
286.458344;-0.000148;-0.000246
291.666656;0.000587;0.000170
296.875000;0.000446;0.000594
302.083344;-0.000491;-0.000131
307.291656;-0.000577;-0.000465
312.500000;0.000115;-0.000059
317.708344;0.000655;0.000353
322.916656;0.000153;0.000310
328.125000;-0.000522;-0.000307
333.333344;-0.000390;-0.000414
338.541656;0.000466;0.000175
343.750000;0.000539;0.000397
348.958344;-0.000124;0.000164
354.166656;-0.000699;-0.000555
359.375000;-0.000040;-0.000165
364.583344;0.000524;0.000235
369.791656;0.000453;0.000479
375.000000;-0.000597;-0.000144
380.208344;-0.000428;-0.000513
385.416656;0.000132;0.000011
390.625000;0.000739;0.000411
395.833344;-0.000013;0.000356
401.041656;-0.000577;-0.000444
406.250000;-0.000259;-0.000450
411.458344;0.000425;0.000089
416.666656;0.000578;0.000568
421.875000;-0.000273;0.000012
427.083344;-0.000608;-0.000495
432.291656;-0.000061;-0.000168
437.500000;0.000688;0.000276
442.708344;0.000226;0.000409
447.916656;-0.000453;-0.000120
453.125000;-0.000443;-0.000500
458.333344;0.000221;-0.000002
463.541656;0.000637;0.000470
468.750000;-0.000051;0.000213
473.958344;-0.000601;-0.000362
479.166656;-0.000158;-0.000281
484.375000;0.000474;0.000144
489.583344;0.000440;0.000482
494.791656;-0.000281;-0.000113
500.000000;-0.000566;-0.000439
505.208344;0.000103;-0.000179
510.416656;0.000568;0.000346
515.625000;0.000299;0.000387
520.833313;-0.000529;-0.000266
526.041687;-0.000436;-0.000472
531.250000;0.000383;0.000095
536.458313;0.000548;0.000409
541.666687;-0.000050;0.000265
546.875000;-0.000617;-0.000468
552.083313;-0.000180;-0.000355
557.291687;0.000651;0.000324
562.500000;0.000345;0.000361
567.708313;-0.000383;-0.000025
572.916687;-0.000643;-0.000442
578.125000;0.000158;-0.000129
583.333313;0.000665;0.000379
588.541687;0.000182;0.000297
593.750000;-0.000579;-0.000353
598.958313;-0.000355;-0.000376
604.166687;0.000336;0.000118
609.375000;0.000714;0.000489
614.583313;-0.000207;0.000055
619.791687;-0.000643;-0.000454
625.000000;-0.000076;-0.000239
630.208313;0.000557;0.000219
635.416687;0.000331;0.000425
640.625000;-0.000489;-0.000206
645.833313;-0.000436;-0.000430
651.041687;0.000155;-0.000129
656.250000;0.000771;0.000473
661.458313;0.000008;0.000255
666.666687;-0.000581;-0.000433
671.875000;-0.000292;-0.000398
677.083313;0.000507;0.000259
682.291687;0.000525;0.000351
687.500000;-0.000274;0.000198
692.708313;-0.000538;-0.000633
697.916687;-0.000020;-0.000104
703.125000;0.000679;0.000239
708.333313;0.000243;0.000374
713.541687;-0.000534;-0.000195
718.750000;-0.000481;-0.000470
723.958313;0.000242;0.000033
729.166687;0.000602;0.000402
734.375000;-0.000124;0.000254
739.583313;-0.000555;-0.000466
744.791687;-0.000207;-0.000349
750.000000;0.000520;0.000286
755.208313;0.000454;0.000473
760.416687;-0.000375;-0.000070
765.625000;-0.000533;-0.000490
770.833313;-0.000021;-0.000038
776.041687;0.000725;0.000285
781.250000;0.000105;0.000386
786.458313;-0.000426;-0.000239
791.666687;-0.000520;-0.000499
796.875000;0.000425;0.000126
802.083313;0.000621;0.000333
807.291687;-0.000128;0.000162
812.500000;-0.000589;-0.000493
817.708313;-0.000279;-0.000268
822.916687;0.000584;0.000190
828.125000;0.000502;0.000425
833.333313;-0.000489;-0.000008
838.541687;-0.000530;-0.000585
843.750000;0.000047;-0.000040
848.958313;0.000768;0.000365
854.166687;0.000073;0.000347
859.375000;-0.000560;-0.000364
864.583313;-0.000443;-0.000335
869.791687;0.000449;0.000178
875.000000;0.000574;0.000389
880.208313;-0.000130;0.000022
885.416687;-0.000686;-0.000444
890.625000;-0.000153;-0.000323
895.833313;0.000676;0.000390
901.041687;0.000281;0.000318
906.250000;-0.000445;-0.000026
911.458313;-0.000519;-0.000621
916.666687;0.000154;0.000036
921.875000;0.000696;0.000379
927.083313;0.000052;0.000223
932.291687;-0.000603;-0.000397
937.500000;-0.000382;-0.000357
942.708313;0.000478;0.000163
947.916687;0.000539;0.000392
953.125000;-0.000279;0.000065
958.333313;-0.000642;-0.000513
963.541687;-0.000009;-0.000136
968.750000;0.000674;0.000372
973.958313;0.000276;0.000270
979.166687;-0.000441;-0.000301
984.375000;-0.000585;-0.000442
989.583313;0.000306;-0.000020
994.791687;0.000646;0.000428
1000.000000;-0.000057;0.000278
1005.208313;-0.000596;-0.000439
1010.416687;-0.000237;-0.000362
1015.625000;0.000548;0.000178
1020.833313;0.000522;0.000434
1026.041626;-0.000308;-0.000003
1031.250000;-0.000701;-0.000605
1036.458374;0.000026;-0.000046
1041.666626;0.000610;0.000336
1046.875000;0.000273;0.000275
1052.083374;-0.000519;-0.000200
1057.291626;-0.000439;-0.000515
1062.500000;0.000359;0.000200
1067.708374;0.000547;0.000406
1072.916626;-0.000065;0.000197
1078.125000;-0.000581;-0.000475
1083.333374;-0.000237;-0.000267
1088.541626;0.000624;0.000348
1093.750000;0.000398;0.000402
1098.958374;-0.000339;-0.000035
1104.166626;-0.000617;-0.000584
1109.375000;0.000142;-0.000043
1114.583374;0.000631;0.000353
1119.791626;0.000197;0.000363
1125.000000;-0.000590;-0.000307
1130.208374;-0.000376;-0.000529
1135.416626;0.000430;0.000161
1140.625000;0.000620;0.000443
1145.833374;-0.000310;0.000207
1151.041626;-0.000589;-0.000569
1156.250000;-0.000177;-0.000205
1161.458374;0.000700;0.000287
1166.666626;0.000307;0.000410
1171.875000;-0.000372;-0.000167
1177.083374;-0.000704;-0.000534
1182.291626;0.000213;0.000021
1187.500000;0.000697;0.000402
1192.708374;0.000145;0.000310
1197.916626;-0.000789;-0.000429
1203.125000;-0.000652;-0.000378
1208.333374;0.000702;0.000101
1213.541626;0.001398;0.000470
1218.750000;-0.000545;-0.000002
1223.958374;-0.002432;-0.000523
1229.166626;-0.000017;-0.000163
1234.375000;0.003755;0.000383
1239.583374;0.001450;0.000328
1244.791626;-0.005351;-0.000172
1250.000000;-0.003861;-0.000511
1255.208374;0.006272;0.000064
1260.416626;0.007800;0.000416
1265.625000;-0.005761;0.000173
1270.833374;-0.012660;-0.000425
1276.041626;0.002468;-0.000321
1281.250000;0.017423;0.000280
1286.458374;0.004090;0.000466
1291.666626;-0.019897;-0.000072
1296.875000;-0.014080;-0.000640
1302.083374;0.017793;-0.000071
1307.291626;0.025150;0.000365
1312.500000;-0.009276;0.000442
1317.708374;-0.034826;-0.000462
1322.916626;-0.006332;-0.000365
1328.125000;0.037696;0.000051
1333.333374;0.026442;0.000712
1338.541626;-0.031409;-0.000117
1343.750000;-0.047516;-0.000839
1348.958374;0.013049;0.000242
1354.166626;0.061090;0.000829
1359.375000;0.015317;-0.000237
1364.583374;-0.063938;-0.001442
1369.791626;-0.049232;0.000430
1375.000000;0.047723;0.002248
1380.208374;0.077486;-0.000242
1385.416626;-0.015301;-0.003717
1390.625000;-0.095807;-0.000827
1395.833374;-0.030572;0.005111
1401.041626;0.088258;0.002978
1406.250000;0.076468;-0.006012
1411.458374;-0.058772;-0.006455
1416.666626;-0.116515;0.005432
1421.875000;0.005457;0.010638
1427.083374;0.125921;-0.002439
1432.291626;0.057425;-0.014338
1437.500000;-0.110696;-0.003616
1442.708374;-0.121954;0.015823
1447.916626;0.058521;0.011820
1453.125000;0.154512;-0.013704
1458.333374;0.014962;-0.020485
1463.541626;-0.164938;0.005848
1468.750000;-0.100260;0.027097
1473.958374;0.122512;0.006158
1479.166626;0.160200;-0.028625
1484.375000;-0.048808;-0.021413
1489.583374;-0.204248;0.022339
1494.791626;-0.050622;0.035056
1500.000000;0.180882;-0.008244
1505.208374;0.139468;-0.044139
1510.416626;-0.121653;-0.012310
1515.625000;-0.221072;0.042560
1520.833374;0.018101;0.034546
1526.041626;0.226380;-0.030259
1531.250000;0.094433;-0.053461
1536.458374;-0.198757;0.006285
1541.666626;-0.209592;0.060810
1546.875000;0.102324;0.023365
1552.083374;0.250198;-0.054847
1557.291626;0.021896;-0.053851
1562.500000;-0.266547;0.032394
1567.708374;-0.161490;0.073019
1572.916626;0.187157;0.001898
1578.125000;0.241416;-0.079120
1583.333374;-0.067230;-0.042063
1588.541626;-0.308822;0.062857
1593.750000;-0.084708;0.074641
1598.958374;0.256102;-0.029623
1604.166626;0.205227;-0.095992
1609.375000;-0.162478;-0.016593
1614.583374;-0.321700;0.091077
1619.791626;0.010410;0.061780
1625.000000;0.305897;-0.064948
1630.208374;0.141393;-0.100400
1635.416626;-0.258091;0.018286
1640.625000;-0.297535;0.110850
1645.833374;0.116962;0.036640
1651.041626;0.326001;-0.099230
1656.250000;0.051015;-0.090620
1661.458374;-0.336802;0.057756
1666.666626;-0.233026;0.119236
1671.875000;0.215791;0.000602
1677.083374;0.312278;-0.127681
1682.291626;-0.052585;-0.065373
1687.500000;-0.386512;0.097304
1692.708374;-0.141009;0.112630
1697.916626;0.296028;-0.043221
1703.125000;0.271051;-0.143128
1708.333374;-0.163460;-0.026860
1713.541626;-0.403782;0.129215
1718.750000;-0.028586;0.090789
1723.958374;0.353436;-0.087947
1729.166626;0.200033;-0.143024
1734.375000;-0.273091;0.019029
1739.583374;-0.378613;0.149680
1744.791626;0.092865;0.056404
1750.000000;0.377602;-0.128751
1755.208374;0.104574;-0.126687
1760.416626;-0.364159;0.067715
1765.625000;-0.312622;0.156514
1770.833374;0.204360;0.011000
1776.041626;0.369812;-0.160637
1781.250000;-0.005323;-0.093914
1786.458374;-0.428596;0.113561
1791.666626;-0.216651;0.146351
1796.875000;0.298995;-0.040039
1802.083374;0.332504;-0.177526
1807.291626;-0.125711;-0.048402
1812.500000;-0.458518;0.149853
1817.708374;-0.095640;0.121418
1822.916626;0.368115;-0.091276
1828.125000;0.264257;-0.178114
1833.333374;-0.244811;0.004393
1838.541626;-0.443901;0.173943
1843.750000;0.033960;0.083056
1848.958374;0.403614;-0.138397
1854.166626;0.173069;-0.160684
1859.375000;-0.348402;0.059847
1864.583374;-0.389616;0.182495
1869.791626;0.156713;0.033688
1875.000000;0.408881;-0.174987
1880.208374;0.064770;-0.125922
1885.416626;-0.430296;0.110605
1890.625000;-0.300585;0.174070
1895.833374;0.266010;-0.020581
1901.041626;0.382870;-0.196759
1906.250000;-0.057018;-0.079126
1911.458374;-0.478585;0.152184
1916.666626;-0.182877;0.151455
1921.875000;0.349721;-0.075968
1927.083374;0.326788;-0.202404
1932.291626;-0.179724;-0.024220
