time;peak_right
1353.411255;0.004752
1374.593872;0.012697
1397.061401;0.029953
1420.753906;0.062101
1444.423218;0.095969
1468.769043;0.152137
1493.369995;0.208537
1517.565430;0.263450
1542.150391;0.343637
1566.997681;0.415799
1591.674683;0.470786
1616.073364;0.542816
1640.911621;0.623771
1665.840332;0.682168
1690.570435;0.713309
1715.116821;0.775403
1740.018066;0.844738
1764.994629;0.888366
1789.841675;0.897212
1814.450806;0.930612
