time;peak_left
1235.450073;0.007558
1258.845093;0.021300
1281.940552;0.041349
1306.246704;0.068212
1330.558105;0.097075
1354.873779;0.150514
1379.573608;0.207375
1404.197876;0.253879
1428.592407;0.315011
1453.364624;0.395251
1478.223022;0.458234
1502.911621;0.500133
1527.445435;0.575305
1552.311401;0.656274
1577.248413;0.705310
1602.044067;0.730462
1626.622925;0.793755
1651.514771;0.865000
1676.521851;0.901978
1701.439819;0.913918
