time;peak_left
1180.107910;0.003761
1204.262817;0.010506
1227.847534;0.026151
1250.938110;0.047612
1275.197876;0.078252
1299.612183;0.111658
1323.848267;0.166004
1348.494263;0.230198
1373.125977;0.281202
1397.529175;0.343679
1422.267944;0.430115
1447.101562;0.497959
1471.808472;0.543168
1496.357056;0.618740
1521.203735;0.701567
1546.109497;0.750977
1570.906738;0.779149
1595.528320;0.844118
1620.409302;0.912003
1645.381348;0.944872
