time;peak_right
1313.231079;0.003526
1334.983276;0.011091
1357.935669;0.031719
1380.906616;0.060262
1405.142578;0.099809
1429.234253;0.139737
1453.597046;0.208474
1478.291382;0.274541
1502.835327;0.327244
1527.235718;0.406940
1552.039185;0.491644
1576.859009;0.548862
1601.400757;0.589506
1626.056274;0.677467
1650.959473;0.747729
1675.862427;0.781631
1700.537720;0.798724
1725.225952;0.874661
1750.178223;0.928887
1775.168335;0.952367
