0,005548
0,017525
-0,008283
-0,009633
-0,003446
0,010212
0,010494
-0,010076
-0,00457
-0,005296
0,012628
0,003785
-0,006575
-0,007145
-0,000953
0,012768
-0,000412
-0,004487
-0,009415
0,006782
0,009577
-0,002286
-0,005552
-0,007197
0,011191
0,004709
-0,001767
-0,008293
-0,004064
0,010577
0,003463
-0,001753
-0,012427
0,003498
0,009879
0,002436
-0,00735
-0,008383
0,008185
0,006428
0,00144
-0,010262
-0,003656
0,008732
0,006006
-0,001259
-0,012731
0,002023
0,008422
0,006492
-0,008017
-0,010892
0,008579
0,008337
0,002844
-0,011646
-0,003006
0,009956
0,005179
-0,002267
-0,013079
0,002439
0,007993
0,006502
-0,008925
-0,00951
0,006828
0,008785
0,002407
-0,01377
-0,002217
0,009468
0,007477
-0,004701
-0,011908
0,004007
0,008594
0,005501
-0,010194
-0,006098
0,006918
0,007767
0,002312
-0,014626
-0,001551
0,009384
0,008464
-0,007384
-0,011162
0,005683
0,008715
0,004093
-0,011856
-0,004456
0,007881
0,007888
-0,000863
-0,012709
0,001213
0,007857
0,007741
-0,007776
-0,010234
0,007342
0,010318
0,002238
-0,012643
-0,004015
0,008771
0,007687
-0,00452
-0,011842
0,004675
0,007307
0,006022
-0,00967
-0,008872
0,007282
0,009353
0,000737
-0,014013
-0,000101
0,008522
0,007998
-0,006386
-0,011254
0,005579
0,008606
0,003976
-0,011402
-0,00449
0,007177
0,008366
-0,000762
-0,013112
0,001146
0,008745
0,007595
-0,008254
-0,010177
0,006312
0,009825
0,002316
-0,01325
-0,001854
0,008682
0,007478
-0,003478
-0,013009
0,003418
0,008742
0,007023
-0,008665
-0,00814
0,007087
0,009145
0,00018
-0,014182
-0,001274
0,009553
0,006854
-0,00638
-0,011199
0,00533
0,007986
0,005145
-0,011502
-0,005783
0,007288
0,009528
-0,001145
-0,013834
0,000869
0,009763
0,007904
-0,00932
-0,010018
0,007421
0,008727
0,002545
-0,013274
-0,0031
0,008287
0,008848
-0,003717
-0,013154
0,003619
0,009093
0,006595
-0,010622
-0,008245
0,007545
0,009475
0,000752
-0,014205
-0,000224
0,008836
0,007763
-0,005891
-0,011763
0,006684
0,009969
0,004025
-0,011058
-0,007598
0,00832
0,008582
-0,001102
-0,014736
0,001001
0,010131
0,007271
-0,009262
-0,010047
0,006608
0,009456
0,002742
-0,013573
-0,002667
0,008732
0,007884
-0,003196
-0,012805
0,002691
0,0092
0,006882
-0,010468
-0,009156
0,007971
0,009876
0,000311
-0,013862
-0,00093
0,008847
0,008263
-0,005967
-0,012351
0,005343
0,009246
0,005079
-0,011939
-0,006478
0,007929
0,009753
-0,001142
-0,014658
0,000949
0,00996
0,009232
-0,007271
-0,011981
0,007814
0,00855
0,00218
-0,013434
-0,003673
0,008036
0,008692
-0,00269
-0,014446
0,002973
0,009379
0,007502
-0,0107
-0,009239
0,007599
0,010201
0,001302
-0,014926
-0,001144
0,009934
0,007804
-0,006028
-0,011829
0,00479
0,009014
0,005728
-0,011864
-0,007039
0,00786
0,010264
-0,000774
-0,015132
0,001024
0,010009
0,007666
-0,008761
-0,010438
0,006453
0,009275
0,003275
-0,013352
-0,003631
0,008214
0,009161
-0,002851
-0,012022
0,003938
0,008133
0,00825
-0,011591
-0,009907
0,007211
0,009515
0,001044
-0,014826
-0,00094
0,008565
0,008542
-0,006124
-0,011334
0,003681
0,009459
0,005855
-0,011553
-0,007419
0,008132
0,009899
-0,000538
-0,014745
0,000616
0,009756
0,007772
-0,008798
-0,010509
0,006413
0,009214
0,003194
-0,012691
-0,004086
0,00797
0,009266
-0,002237
-0,014117
0,002227
0,009843
0,007037
-0,010118
-0,009745
0,007558
0,010103
0,001143
-0,014254
-0,000809
0,011361
0,007854
-0,005911
-0,012043
0,002707
0,009856
0,004592
-0,011172
-0,007776
0,007972
0,009683
-0,00031
-0,015178
0,000801
0,010005
0,007415
-0,008506
-0,010285
0,006108
0,008992
0,00384
-0,01234
-0,004824
0,007657
0,009814
-0,002076
-0,014613
0,002025
0,010059
0,007356
-0,0103
-0,009928
0,007518
0,009958
0,001462
-0,014302
-0,001695
0,008964
0,008421
-0,005035
-0,012131
0,00292
0,009519
0,006761
-0,011988
-0,007837
0,00839
0,012362
-0,000761
-0,01527
0,00101
0,008051
0,007846
-0,008134
-0,010849
0,004296
0,009604
0,004601
-0,012704
-0,005931
0,008193
0,010041
-0,001884
-0,014967
0,001776
0,010452
0,007598
-0,01078
-0,009397
0,007417
0,009005
0,001988
-0,01343
-0,002557
0,007728
0,009419
-0,004476
-0,013072
0,002596
0,010004
0,006551
-0,011825
-0,007632
0,0076
0,009668
0,000339
-0,014153
-0,000325
0,008217
0,008215
-0,005881
-0,010989
0,002861
0,008021
0,009733
-0,008945
-0,010572
0,003621
0,011843
0,006366
-0,016443
-0,010015
0,005743
0,021751
0,000252
-0,023783
-0,011782
0,019016
0,028634
-0,013576
-0,034339
-0,005638
0,039324
0,025401
-0,033534
-0,041124
0,011274
0,058165
0,011467
-0,055874
-0,042257
0,039832
0,070241
-0,014068
-0,079197
-0,02953
0,075522
0,067315
-0,049029
-0,095673
0,000877
0,107675
0,046891
-0,087347
-0,098237
0,043759
0,126803
0,014514
-0,124543
-0,085248
0,09398
0,132268
-0,031084
-0,157626
-0,048355
0,145706
0,115367
-0,085619
-0,17394
0,004473
0,17865
0,081958
-0,141909
-0,168117
0,069969
0,196677
0,033709
-0,19411
-0,13589
0,13333
0,197279
-0,030199
-0,230796
-0,082516
0,18946
0,175589
-0,101105
-0,244588
-0,014097
0,230083
0,135302
-0,172277
-0,233254
0,060655
0,254393
0,07549
-0,23353
-0,196329
0,133562
0,259114
0,000624
-0,277169
-0,13875
0,200091
0,240741
-0,082022
-0,296674
-0,067255
0,254417
0,199726
-0,160227
-0,291741
0,012125
0,293169
0,13515
-0,234791
-0,264465
0,097308
0,307624
0,057765
-0,290019
-0,213916
0,179708
0,298649
-0,02981
-0,325728
-0,14372
0,251961
0,262215
-0,117525
-0,34023
-0,056719
0,305639
0,204653
-0,202204
-0,329303
0,041529
0,337505
0,127299
-0,280852
-0,286598
0,145507
0,338267
0,030009
-0,34
-0,205596
0,23624
0,301928
-0,073591
-0,362345
-0,101927
0,297086
0,239537
-0,172291
-0,345877
0,010157
0,32546
0,154682
-0,254283
-0,289801
0,115116
0,321165
0,054212
-0,304374
-0,202476
0,191918
0,280109
-0,04472
-0,314064
-0,105069
0,241497
0,220635
-0,13095
-0,289121
-0,00903
0,262607
0,141006
-0,194162
-0,232743
0,072354
0,252671
0,055458
-0,22429
-0,160619
0,131214
0,216839
-0,021355
-0,222032
-0,087518
0,165119
0,16532
-0,081136
-0,197254
-0,020689
0,176922
0,104102
-0,118202
-0,155939
0,033366
0,165555
0,045516
-0,130772
-0,110704
0,071325
0,138331
-0,001799
-0,126643
-0,065168
0,091451
0,102045
-0,03232
-0,111036
-0,025285
0,09625
0,065259
-0,050774
-0,090996
0,005615
0,086439
0,035261
-0,057044
-0,067111
0,027042
0,069983
0,013981
-0,057365
-0,042073
0,035892
0,051632
0,000922
-0,051886
-0,022213
0,03517
0,038495
-0,008453
-0,043906
-0,007542
0,030885
0,028072
-0,014323
-0,03232
-0,000627
0,025335
0,021858
-0,016845
-0,02247
0,000031
0,023036
0,016812
-0,017675
-0,016349
-0,000303
0,026099
0,010492
-0,018232
-0,013202
0,002464
0,028589
-0,00102
-0,012863
-0,01387
0,010597
0,025283
-0,009244
-0,008302
-0,014246
0,022727
0,010121
-0,007588
-0,009926
-0,007245
0,028105
-0,006192
-0,000839
-0,015365
0,010632
0,015459
-0,011109
0,002575
-0,01417
0,019072
-0,003558
-0,000786
-0,002798
-0,002168
0,017358
-0,015017
0,007312
-0,007812
0,013712
-0,001296
-0,010867
0,007537
-0,004557
0,019171
-0,017896
0,000113
0,002085
0,00863
0,007005
-0,021837
0,009829
-0,002743
0,020415
-0,010899
-0,013043
0,006829
0,004661
0,020906
-0,024861
-0,002081
0,001872
0,01739
0,004246
-0,024852
0,005395
0,000748
0,027718
-0,015941
-0,013523
0,001511
0,011538
0,020771
-0,026674
-0,002313
-0,003704
0,025517
0,00187
-0,022558
0,000218
0,001246
0,029543
-0,017471
-0,008941
-0,004867
0,012402
0,019298
-0,021406
-0,001979
-0,008071
0,026783
0,001449
-0,016125
-0,003926
0,000336
0,026622
-0,014451
-0,004818
-0,00935
0,014028
0,014962
-0,016509
-0,000707
-0,010198
0,025208
-0,003459
-0,006826
-0,006948
0,000038
0,023729
-0,014301
0,000274
-0,01119
0,016023
0,007015
-0,012284
0,002615
-0,010151
0,022068
-0,008522
-0,000142
-0,006276
0,002652
0,016209
-0,013906
0,005432
-0,011204
0,01548
-0,000168
-0,00642
0,001563
-0,005773
0,018632
-0,01318
0,003787
-0,005291
0,006809
0,007273
-0,012954
0,008394
-0,009164
0,016964
-0,007668
-0,002926
0,001668
-0,000624
0,016038
-0,018009
0,007397
-0,0059
0,009924
0,00178
-0,011748
0,00819
-0,006054
0,017271
-0,013265
0,000365
0,001342
0,002654
0,009335
-0,015194
0,007826
-0,006151
0,014237
-0,004293
-0,008757
0,006148
-0,002161
0,01513
-0,01616
0,003527
-0,000868
0,00807
0,005181
-0,015473
0,008472
-0,004929
0,017081
-0,008712
-0,007058
0,004748
-0,000243
0,013931
-0,017251
0,004554
-0,00223
0,011774
0,001274
-0,014387
0,007395
-0,002537
0,01633
-0,01276
-0,0024
0,000746
0,005434
0,011989
-0,018109
0,004031
-0,002808
0,016849
-0,004018
-0,012214
0,004761
-0,000138
0,018876
-0,01708
-0,000758
-0,001371
0,009768
0,009755
-0,018154
0,00387
-0,004583
0,018297
-0,006174
-0,009579
0,001464
0,002887
0,018684
-0,017709
-0,000208
-0,003343
0,014299
0,005001
-0,01518
0,002131
-0,003998
0,021983
-0,009623
-0,006897
-0,003238
0,006967
0,016488
-0,01793
0,001219
-0,006836
0,017992
0,0014
-0,012202
-0,000211
-0,002518
0,022389
-0,011677
-0,003664
-0,005438
0,007863
0,013464
-0,014728
0,001662
-0,008261
0,019624
-0,00164
-0,008406
-0,00193
-0,000577
0,019309
-0,012703
0,000833
-0,009022
0,011702
0,008922
-0,01236
0,001282
-0,007466
0,019852
-0,007127
-0,002912
-0,003961
0,000986
0,016085
-0,012739
0,003397
-0,009254
0,01372
0,00325
-0,00868
0,001784
-0,006178
0,018062
-0,00947
0,000538
-0,005493
0,00487
0,011293
-0,012129
0,004599
-0,008619
0,015607
-0,003585
-0,004191
0,000406
-0,004174
0,016067
-0,011195
0,002937
-0,006514
0,009032
0,005799
-0,011282
0,005529
-0,007722
0,015428
-0,006598
-0,001571
-0,000816
0,000703
0,013266
-0,013624
0,005842
-0,006988
0,011688
0,000924
-0,008922
0,003518
-0,004903
0,015975
-0,011446
0,001036
-0,002466
0,005198
0,008661
-0,014027
0,007073
-0,007195
0,014851
-0,004473
-0,005297
0,001346
-0,000973
0,017105
-0,01542
0,002669
-0,003859
0,007751
0,005303
-0,012796
0,006112
-0,005946
0,01723
-0,009607
-0,003042
0,000781
0,001469
0,012066
-0,014434
0,004597
-0,00627
0,012866
-0,000313
-0,009963
0,004588
-0,003727
0,015658
-0,011933
0,000545
-0,00172
0,004405
0,009449
-0,013408
0,005339
-0,007108
0,015623
-0,002495
-0,008722
0,002731
-0,003406
0,014493
-0,011953
0,002235
-0,004389
0,008297
0,006004
-0,01194
0,004906
-0,005835
0,014824
-0,006667
-0,002906
-0,000963
0,000467
0,013135
-0,012294
0,003312
-0,005749
0,010652
0,001853
-0,008939
0,0037
-0,005792
0,015698
-0,008793
0,000162
-0,003995
0,003734
0,011957
-0,01244
0,00303
-0,006989
0,011326
-0,000363
-0,005876
0,000929
-0,003164
0,015689
-0,010493
0,001145
-0,004813
0,006686
0,006896
-0,009792
0,003023
-0,007
0,015256
-0,004479
-0,00353
-0,001307
-0,000182
0,014563
-0,012159
0,003281
-0,007407
0,010292
0,003576
-0,00841
0,002164
-0,006898
0,017145
-0,006764
-0,002011
-0,003724
0,003084
