time;sig_left;sig_right
0.000000;-0.000757;-0.000456
5.208333;0.000305;0.000459
10.416667;0.000471;0.000422
15.625000;0.000014;-0.000483
20.833334;-0.000738;-0.000702
26.041666;-0.000331;-0.000127
31.250000;0.000528;0.000655
36.458332;0.000305;0.000030
41.666668;-0.000283;-0.000532
46.875000;-0.000764;-0.000558
52.083332;0.000016;0.000207
57.291668;0.000583;0.000642
62.500000;0.000214;-0.000184
67.708336;-0.000675;-0.000659
72.916664;-0.000493;-0.000255
78.125000;0.000206;0.000469
83.333336;0.000552;0.000318
88.541664;-0.000196;-0.000416
93.750000;-0.000777;-0.000674
98.958336;-0.000174;0.000029
104.166664;0.000541;0.000618
109.375000;0.000275;0.000008
114.583336;-0.000393;-0.000686
119.791664;-0.000659;-0.000486
125.000000;0.000107;0.000382
130.208328;0.000596;0.000540
135.416672;0.000084;-0.000264
140.625000;-0.000681;-0.000716
145.833328;-0.000334;-0.000197
151.041672;0.000272;0.000579
156.250000;0.000597;0.000183
161.458328;-0.000256;-0.000501
166.666672;-0.000786;-0.000679
171.875000;-0.000069;0.000203
177.083328;0.000504;0.000517
182.291672;0.000330;-0.000078
187.500000;-0.000557;-0.000611
192.708328;-0.000512;-0.000410
197.916672;0.000159;0.000500
203.125000;0.000627;0.000473
208.333328;-0.000162;-0.000434
213.541672;-0.000581;-0.000708
218.750000;-0.000436;0.000012
223.958328;0.000686;0.000662
229.166672;0.000320;0.000175
234.375000;-0.000278;-0.000533
239.583328;-0.000693;-0.000543
244.791672;-0.000029;0.000313
250.000000;0.000477;0.000430
255.208328;0.000265;-0.000170
260.416656;-0.000723;-0.000735
265.625000;-0.000470;-0.000327
270.833344;0.000215;0.000435
276.041656;0.000475;0.000330
281.250000;-0.000043;-0.000356
286.458344;-0.000644;-0.000750
291.666656;-0.000282;0.000034
296.875000;0.000523;0.000535
302.083344;0.000356;0.000134
307.291656;-0.000423;-0.000616
312.500000;-0.000749;-0.000617
317.708344;0.000120;0.000395
322.916656;0.000527;0.000477
328.125000;0.000083;-0.000180
333.333344;-0.000628;-0.000755
338.541656;-0.000447;-0.000154
343.750000;0.000325;0.000460
348.958344;0.000529;0.000322
354.166656;-0.000249;-0.000478
359.375000;-0.000712;-0.000672
364.583344;-0.000155;0.000038
369.791656;0.000478;0.000653
375.000000;0.000246;0.000000
380.208344;-0.000541;-0.000677
385.416656;-0.000615;-0.000460
390.625000;0.000131;0.000408
395.833344;0.000477;0.000474
401.041656;0.000066;-0.000255
406.250000;-0.000718;-0.000759
411.458344;-0.000342;-0.000132
416.666656;0.000403;0.000580
421.875000;0.000383;0.000104
427.083344;-0.000321;-0.000486
432.291656;-0.000713;-0.000639
437.500000;-0.000120;0.000244
442.708344;0.000612;0.000439
447.916656;0.000116;0.000069
453.125000;-0.000503;-0.000736
458.333344;-0.000619;-0.000268
463.541656;0.000322;0.000360
468.750000;0.000560;0.000420
473.958344;-0.000229;-0.000263
479.166656;-0.000668;-0.000759
484.375000;-0.000384;0.000003
489.583344;0.000660;0.000581
494.791656;0.000200;0.000251
500.000000;-0.000331;-0.000638
505.208344;-0.000848;-0.000496
510.416656;0.000094;0.000174
515.625000;0.000655;0.000496
520.833313;0.000053;-0.000089
526.041687;-0.000652;-0.000666
531.250000;-0.000540;-0.000301
536.458313;0.000426;0.000307
541.666687;0.000530;0.000601
546.875000;-0.000319;-0.000377
