time;peak_left
1203.899658;0.005865
1227.022339;0.017871
1250.183228;0.037575
1274.498901;0.062362
1298.648315;0.092233
1323.204468;0.141713
1347.920044;0.192501
1372.392456;0.231595
1396.905762;0.299407
1421.746948;0.368899
1446.554565;0.420851
1471.093140;0.463524
1495.804687;0.540173
1520.714722;0.604105
1545.587769;0.640130
1570.239258;0.668710
1594.989136;0.738873
1619.931274;0.789116
1644.875977;0.810573
1669.667480;0.820654
