time;peak_right
1357.256470;0.023660
1380.296265;0.052090
1404.480835;0.086240
1428.466431;0.129431
1453.039062;0.191595
1477.729004;0.248454
1502.072876;0.301303
1526.700684;0.383160
1551.554810;0.454224
1576.295288;0.502334
1600.767090;0.560917
1625.565918;0.640185
1650.499023;0.695412
1675.327515;0.721831
1699.902832;0.761740
1724.735474;0.829885
1749.719238;0.870804
1774.660522;0.882552
1799.347290;0.889140
1824.129761;0.947045
