time;peak_left
1210.897461;0.002421
1232.033569;0.008578
1254.539551;0.023336
1277.673462;0.042965
1301.765747;0.075971
1326.320190;0.112185
1350.472290;0.161699
1375.038452;0.230531
1399.781128;0.288168
1424.288086;0.339680
1448.832031;0.432279
1473.671387;0.513558
1498.513062;0.567473
1523.061157;0.621318
1547.751953;0.719585
1572.681763;0.788500
1597.608765;0.826666
1622.246582;0.857223
1646.955078;0.943866
1671.934937;1.000099
