time;peak_right
1369.559937;0.011860
1393.111938;0.028410
1416.587891;0.060781
1440.852173;0.096476
1464.817505;0.142687
1489.434570;0.206417
1514.094238;0.262541
1538.413574;0.316471
1563.081665;0.400469
1587.947266;0.473344
1612.686646;0.519960
1637.159302;0.580024
1661.975220;0.663742
1686.919312;0.721684
1711.773437;0.747914
1736.333496;0.788038
1761.163574;0.863969
1786.161743;0.909298
1811.124146;0.921130
1835.802368;0.923330
