time;peak_left
1180.269287;0.003146
1202.499878;0.009230
1225.384888;0.021347
1249.090210;0.043565
1272.882568;0.065897
1297.258667;0.104889
1321.979736;0.152982
1346.352173;0.194366
1370.710937;0.260001
1395.561401;0.324412
1420.353149;0.382328
1444.759155;0.436590
1469.493042;0.511879
1494.423340;0.576200
1519.242310;0.620282
1543.773804;0.665196
1568.607788;0.733336
1593.570923;0.786255
1618.449585;0.811117
1643.109863;0.832285
