time;peak_left
1228.229370;0.004391
1248.644409;0.006188
1269.431274;0.014479
1291.617065;0.031752
1315.326050;0.052640
1339.319702;0.084936
1364.000000;0.134596
1388.441406;0.183178
1412.626831;0.242911
1437.440918;0.312367
1462.280396;0.379163
1486.711426;0.431919
1511.322266;0.517927
1536.258301;0.594394
1561.128540;0.651497
1585.647461;0.690593
1610.390259;0.772440
1635.364258;0.842450
1660.290405;0.879694
1684.978638;0.886231
