time;sig_left;sig_right
0.000000;0.000778;0.000471
5.208333;-0.000400;0.000552
10.416667;-0.000710;-0.000378
15.625000;0.000036;-0.000477
20.833334;0.000645;0.000049
26.041666;0.000426;0.000462
31.250000;-0.000692;0.000198
36.458332;-0.000453;-0.000548
41.666668;0.000307;-0.000245
46.875000;0.000810;0.000262
52.083332;0.000025;0.000505
57.291668;-0.000679;0.000035
62.500000;-0.000196;-0.000651
67.708336;0.000496;0.000101
72.916664;0.000544;0.000230
78.125000;-0.000268;0.000418
83.333336;-0.000558;-0.000396
88.541664;0.000033;-0.000336
93.750000;0.000597;0.000090
98.958336;0.000368;0.000406
104.166664;-0.000568;0.000165
109.375000;-0.000340;-0.000409
114.583336;0.000233;-0.000197
119.791664;0.000598;0.000247
125.000000;-0.000115;0.000269
130.208328;-0.000539;-0.000018
135.416672;-0.000142;-0.000370
140.625000;0.000511;0.000034
145.833328;0.000354;0.000242
151.041672;-0.000255;0.000216
156.250000;-0.000471;-0.000219
161.458328;0.000096;-0.000211
166.666672;0.000473;0.000179
171.875000;0.000172;0.000130
177.083328;-0.000421;0.000168
182.291672;-0.000127;-0.000401
187.500000;0.000255;0.000049
192.708328;0.000504;0.000179
197.916672;-0.000069;0.000133
203.125000;-0.000391;0.000002
208.333328;-0.000092;-0.000183
213.541672;0.000307;-0.000011
218.750000;0.000467;0.000194
223.958328;-0.000382;0.000204
229.166672;-0.000234;-0.000042
234.375000;0.000033;-0.000182
239.583328;0.000424;0.000114
244.791672;0.000093;0.000177
250.000000;-0.000467;0.000034
255.208328;0.000006;-0.000183
260.416656;0.000135;-0.000008
265.625000;0.000485;0.000051
270.833344;-0.000147;0.000181
276.041656;-0.000380;0.000030
281.250000;0.000012;-0.000187
286.458344;0.000276;0.000152
291.666656;0.000202;-0.000107
296.875000;-0.000285;0.000306
302.083344;-0.000241;-0.000117
307.291656;0.000039;-0.000033
312.500000;0.000331;-0.000011
317.708344;0.000025;0.000106
322.916656;-0.000197;0.000025
328.125000;-0.000269;-0.000203
333.333344;0.000360;0.000151
338.541656;0.000094;-0.000152
343.750000;-0.000041;0.000279
348.958344;-0.000272;-0.000201
354.166656;-0.000045;0.000162
359.375000;0.000312;-0.000126
