time;peak_right
1369.570435;0.012162
1392.897461;0.027095
1416.471680;0.059360
1440.766968;0.093609
1464.735474;0.139899
1489.360962;0.202887
1514.039673;0.258220
1538.379761;0.314037
1563.060547;0.396903
1587.943237;0.470489
1612.709839;0.518367
1637.176392;0.578647
1661.995972;0.663542
1686.952148;0.722403
1711.817505;0.749202
1736.386108;0.787508
1761.211792;0.863643
1786.212769;0.911479
1811.186523;0.925976
1835.894165;0.924157
