time;peak_left
1230.494507;0.007548
1254.059448;0.021326
1277.363159;0.040224
1301.620239;0.070839
1326.161255;0.104208
1350.363647;0.150648
1374.991333;0.213845
1399.766113;0.268739
1424.269897;0.317111
1448.837769;0.402119
1473.700195;0.478986
1498.562622;0.532030
1523.118042;0.579810
1547.807617;0.671055
1572.748413;0.739194
1597.690918;0.778173
1622.362183;0.800795
1647.044312;0.883654
1672.020630;0.942286
1697.033813;0.971554
