time;peak_left
1250.227295;0.006241
1272.263550;0.016234
1295.422974;0.035115
1318.673218;0.058249
1343.207642;0.091683
1367.810425;0.135600
1391.856934;0.191539
1416.505249;0.256550
1441.324707;0.313369
1465.787231;0.371155
1490.347656;0.462862
1515.233398;0.534182
1540.114624;0.589417
1564.608398;0.645579
1589.325195;0.735706
1614.302734;0.797448
1639.240234;0.838171
1663.828247;0.866340
1688.579224;0.943566
1713.590698;1.000066
