time;peak_right
1306.798584;0.003467
1329.457031;0.011715
1352.863403;0.032178
1376.237915;0.061000
1400.465210;0.104965
1424.852051;0.149436
1449.029785;0.212004
1473.705078;0.287082
1498.426758;0.348493
1522.820435;0.411356
1547.496216;0.504751
1572.361206;0.578481
1597.148560;0.625414
1621.645630;0.686177
1646.445923;0.771060
1671.396851;0.825798
1696.275513;0.850925
1720.863892;0.886350
1745.685425;0.958295
1770.685669;1.000596
