time;peak_left
1174.657227;0.003710
1199.126343;0.009832
1222.863770;0.025205
1246.192139;0.045981
1270.433105;0.078354
1294.996704;0.114083
1319.194580;0.163547
1343.795166;0.230837
1368.544922;0.288197
1393.071777;0.338919
1417.634644;0.427522
1442.473633;0.505347
1467.313843;0.558224
1491.883179;0.610714
1516.597656;0.700819
1541.520142;0.764264
1566.430664;0.801547
1591.096069;0.834426
1615.832153;0.912148
1640.800781;0.961158
