time;peak_left
1258.999268;0.030033
1282.189575;0.049435
1306.500244;0.076785
1330.948120;0.107167
1355.171509;0.154752
1379.851196;0.212856
1404.547974;0.260061
1428.951050;0.313530
1453.651001;0.393401
1478.520630;0.459429
1503.294312;0.502924
1527.796997;0.564655
1552.602173;0.647839
1577.550781;0.701856
1602.420898;0.730557
1626.990723;0.775397
1651.814087;0.849177
1676.816895;0.893001
1701.785767;0.910851
1726.459839;0.919148
