time;sig_left;sig_right
0.000000;0.006431;0.000098
5.208333;0.006333;0.000098
10.416667;0.006273;0.000060
15.625000;0.006273;-0.000054
20.833334;0.006574;-0.000173
26.041666;0.006268;0.000082
31.250000;0.006257;0.000139
36.458332;0.006176;-0.000126
41.666668;0.006443;-0.000040
46.875000;0.006383;-0.000128
52.083332;0.006219;0.000222
57.291668;0.006149;-0.000092
62.500000;0.006373;0.000002
67.708336;0.006279;-0.000155
72.916664;0.006337;0.000104
78.125000;0.006031;-0.000045
83.333336;0.006286;0.000035
88.541664;0.006093;-0.000189
93.750000;0.006390;-0.000023
98.958336;0.006169;0.000085
104.166664;0.006223;0.000195
109.375000;0.006071;-0.000037
114.583336;0.006279;-0.000067
119.791664;0.006475;0.000036
125.000000;0.006167;0.000251
130.208328;0.006077;0.000054
135.416672;0.006052;-0.000069
140.625000;0.006219;-0.000009
145.833328;0.006159;-0.000041
151.041672;0.005913;0.000058
156.250000;0.006036;-0.000147
161.458328;0.006090;-0.000045
166.666672;0.006143;-0.000162
171.875000;0.006057;-0.000010
177.083328;0.005937;0.000135
182.291672;0.005938;0.000011
187.500000;0.006141;-0.000223
192.708328;0.006055;0.000058
197.916672;0.006018;0.000155
203.125000;0.005917;0.000142
208.333328;0.005947;-0.000187
213.541672;0.006086;-0.000109
218.750000;0.006108;0.000094
223.958328;0.005887;0.000077
229.166672;0.005801;0.000014
234.375000;0.006006;-0.000098
239.583328;0.006080;-0.000053
244.791672;0.005846;0.000111
250.000000;0.005874;0.000011
255.208328;0.005869;-0.000113
260.416656;0.006086;-0.000069
265.625000;0.005793;0.000038
270.833344;0.005956;0.000087
276.041656;0.005692;0.000158
281.250000;0.005830;-0.000173
286.458344;0.005939;-0.000029
291.666656;0.005934;-0.000005
296.875000;0.005736;0.000168
302.083344;0.005692;-0.000109
307.291656;0.005980;-0.000041
312.500000;0.005884;0.000013
317.708344;0.005790;0.000174
322.916656;0.005668;-0.000102
328.125000;0.005748;0.000036
333.333344;0.005900;-0.000159
338.541656;0.005806;0.000079
343.750000;0.005612;0.000081
348.958344;0.005830;-0.000012
354.166656;0.005763;-0.000000
359.375000;0.005842;-0.000077
364.583344;0.005690;0.000148
369.791656;0.005634;0.000015
375.000000;0.005594;-0.000019
380.208344;0.005768;-0.000166
385.416656;0.005716;0.000048
390.625000;0.005551;0.000079
395.833344;0.005624;-0.000016
401.041656;0.005515;-0.000125
406.250000;0.005764;-0.000148
411.458344;0.005782;0.000216
416.666656;0.005497;0.000080
421.875000;0.005609;-0.000116
