time;peak_right
1407.813110;0.018324
1430.994751;0.042984
1454.335815;0.073907
1478.762085;0.121278
1503.238647;0.169362
1527.320801;0.229725
1552.034302;0.300770
1576.862183;0.363844
1601.347168;0.416655
1625.899536;0.505977
1650.806519;0.577754
1675.699707;0.629305
1700.238281;0.667012
1724.938354;0.749303
1749.911987;0.811496
1774.870239;0.846004
1799.567871;0.854081
1824.241089;0.920509
1849.218628;0.978542
1874.234253;1.003974
