0;0.539877462
0.049;0.529580892
0.1;0.625621997
0.149;0.793438023
0.199;1.015928232
0.25;0.921452687
0.3;0.965589446
0.349;1.077466796
0.4;1.857898625
0.45;1.128769004
0.5;1.834656076
0.549;1.913656659
0.599;1.592777003
0.65;2.015839578
0.7;2.038720845
0.749;1.384075767
0.8;1.606746619
0.85;1.995487294
0.9;2.419693932
0.95;2.29733937
0.999;2.77868896
1.05;1.825744425
1.1;1.86452215
1.15;1.835800139
1.199;2.631165005
1.249;1.815568282
1.3;1.859283544
1.35;3.48861036
1.399;2.389888071
1.449;3.008465047
1.5;2.846971477
1.549;2.464733898
1.599;3.683944119
1.649;2.38705802
1.699;2.778026608
1.749;2.817707541
1.8;2.688127316
1.85;2.379049577
1.899;3.696348174
1.95;2.773570782
1.999;3.537805083
2.049;4.17137531
2.099;2.143613387
2.15;3.948463603
2.2;3.064343508
2.249;2.296917873
2.3;2.950960811
2.349;3.769267158
2.399;4.046612193
2.45;2.379049577
2.499;4.328834551
2.55;4.267476629
2.599;3.253896737
2.65;2.7488831
2.7;4.412893099
2.75;2.666691182
2.799;3.632822553
2.85;4.400007333
