time;peak_left
1213.606079;0.003588
1236.012085;0.009374
1259.171265;0.025032
1282.032471;0.046219
1306.210205;0.074995
1330.417236;0.105037
1354.768677;0.163000
1379.413696;0.224666
1403.911987;0.272097
1428.325317;0.343049
1453.132202;0.429115
1477.941772;0.493076
1502.482056;0.535000
1527.122681;0.628215
1552.019531;0.712484
1576.907715;0.757239
1601.580688;0.780838
1626.252563;0.869256
1651.183960;0.940277
1676.163696;0.967712
