time;peak_right
1309.467285;0.002020
1334.514771;0.010057
1358.140625;0.030463
1381.554565;0.059021
1405.807495;0.102775
1430.296875;0.148447
1454.445801;0.208325
1479.104492;0.283740
1503.876831;0.348242
1528.343140;0.404348
1552.933105;0.498557
1577.797485;0.576506
1602.632446;0.627695
1627.163940;0.677013
1651.895874;0.764705
1676.843140;0.825286
1701.765503;0.855370
1726.405640;0.875952
1751.148804;0.950429
1776.135132;1.000239
