time;peak_left
1205.093384;0.007891
1228.430054;0.022610
1251.834595;0.040810
1275.986938;0.072218
1300.624878;0.107729
1324.882324;0.150068
1349.379761;0.215237
1374.159790;0.273126
1398.833008;0.324086
1423.280884;0.397307
1448.081177;0.475934
1472.967896;0.532539
1497.673218;0.575888
1522.248901;0.653831
1547.139282;0.721950
1572.087524;0.764798
1596.875488;0.791392
1621.499023;0.852121
1646.425415;0.907794
1671.419067;0.939851
