time;peak_right
1064.332275;0.015275
1088.039673;0.017174
1111.359253;0.015680
1136.230347;0.015451
1159.961304;0.015014
1184.622437;0.015998
1208.532837;0.015526
1232.902222;0.016287
1256.942383;0.017392
1281.063843;0.019335
1305.857300;0.018019
1329.157349;0.020556
1352.752075;0.021844
1375.855469;0.043076
1399.390259;0.097857
1422.638550;0.187932
1446.917358;0.325294
1471.030884;0.457497
1495.398804;0.682792
1520.140991;0.910666
