time;peak_left
1232.953125;0.005386
1258.893433;0.016329
1282.831177;0.035420
1307.190430;0.067574
1331.876953;0.103174
1356.247925;0.144477
1380.795898;0.210072
1405.604980;0.274074
1430.348145;0.328170
1454.798462;0.396622
1479.573242;0.482926
1504.476562;0.548506
1529.261230;0.595243
1553.797241;0.665479
1578.645020;0.745532
1603.601074;0.796213
1628.457886;0.825878
1653.057739;0.874696
1677.923828;0.941570
1702.921753;0.980886
