time;sig_left;sig_right
0.000000;0.000244;0.000184
5.208333;-0.000726;-0.000323
10.416667;-0.000595;-0.000458
15.625000;0.000298;0.000095
20.833334;0.000600;0.000456
26.041666;-0.000066;-0.000013
31.250000;-0.000887;-0.000471
36.458332;-0.000104;-0.000299
41.666668;0.000502;0.000242
46.875000;0.000416;0.000388
52.083332;-0.000467;-0.000352
57.291668;-0.000696;-0.000313
62.500000;0.000160;-0.000189
67.708336;0.000644;0.000609
72.916664;0.000126;-0.000018
78.125000;-0.000763;-0.000318
83.333336;-0.000544;-0.000409
88.541664;0.000432;0.000099
93.750000;0.000563;0.000436
98.958336;-0.000163;-0.000063
104.166664;-0.000879;-0.000373
109.375000;-0.000080;-0.000392
114.583336;0.000684;0.000422
119.791664;0.000261;0.000273
125.000000;-0.000487;-0.000248
130.208328;-0.000741;-0.000453
135.416672;0.000270;-0.000057
140.625000;0.000538;0.000415
145.833328;0.000129;0.000122
151.041672;-0.000769;-0.000517
156.250000;-0.000359;-0.000326
161.458328;0.000461;0.000218
166.666672;0.000559;0.000452
171.875000;-0.000273;-0.000194
177.083328;-0.000822;-0.000363
182.291672;-0.000043;-0.000186
187.500000;0.000561;0.000293
192.708328;0.000365;0.000358
197.916672;-0.000621;-0.000282
203.125000;-0.000660;-0.000400
208.333328;0.000297;0.000009
213.541672;0.000655;0.000471
218.750000;-0.000034;0.000065
223.958328;-0.000764;-0.000368
229.166672;-0.000403;-0.000404
234.375000;0.000529;0.000239
239.583328;0.000508;0.000409
244.791672;-0.000296;-0.000119
250.000000;-0.000797;-0.000388
255.208328;-0.000031;-0.000194
260.416656;0.000641;0.000394
265.625000;0.000277;0.000121
270.833344;-0.000704;-0.000235
276.041656;-0.000589;-0.000471
281.250000;0.000340;-0.000042
286.458344;0.000668;0.000405
291.666656;-0.000053;0.000090
296.875000;-0.000846;-0.000357
302.083344;-0.000394;-0.000375
307.291656;0.000647;0.000343
312.500000;0.000363;0.000322
317.708344;-0.000444;-0.000169
322.916656;-0.000817;-0.000370
328.125000;0.000071;-0.000260
333.333344;0.000731;0.000260
338.541656;0.000231;0.000300
343.750000;-0.000725;-0.000228
348.958344;-0.000617;-0.000416
354.166656;0.000478;-0.000015
359.375000;0.000554;0.000498
364.583344;-0.000055;-0.000061
369.791656;-0.001043;-0.000259
375.000000;-0.000155;-0.000457
380.208344;0.000583;0.000231
385.416656;0.000489;0.000327
390.625000;-0.000513;0.000006
395.833344;-0.000935;-0.000453
401.041656;0.000188;-0.000303
406.250000;0.000775;0.000310
411.458344;0.000183;0.000321
416.666656;-0.000862;-0.000270
421.875000;-0.000634;-0.000367
427.083344;0.000463;-0.000031
432.291656;0.000752;0.000318
437.500000;-0.000327;0.000110
442.708344;-0.000836;-0.000267
447.916656;-0.000321;-0.000484
453.125000;0.000830;0.000178
