time;peak_right
1369.798462;0.006836
1391.519653;0.012179
1413.867065;0.024201
1436.709351;0.051881
1460.132446;0.081415
1484.323853;0.133074
1508.850708;0.188211
1532.940430;0.247025
1557.538452;0.327287
1582.377563;0.398212
1606.972534;0.456347
1631.400269;0.542672
1656.264526;0.625563
1681.184082;0.685064
1705.825684;0.719574
1730.406860;0.800410
1755.355591;0.871949
1780.336548;0.914505
1805.115601;0.921887
1829.725464;0.974562
