time;peak_left
1233.292847;0.001926
1253.288330;0.005661
1274.806274;0.016156
1297.193481;0.033768
1321.114624;0.055700
1345.097046;0.085926
1369.703979;0.136939
1394.293457;0.189796
1418.482056;0.239712
1443.172241;0.312465
1468.047974;0.386877
1492.701660;0.441272
1517.135620;0.510543
1542.001099;0.596517
1566.927856;0.665802
1591.664062;0.700155
1616.221680;0.763121
1641.124390;0.846197
1666.094727;0.899801
1690.963501;0.912733
