time;peak_right
1353.887329;0.006418
1376.652832;0.014559
1400.269653;0.034756
1423.679077;0.061467
1447.801147;0.107252
1472.298706;0.155313
1496.427734;0.212117
1521.026978;0.288733
1545.821167;0.356373
1570.403320;0.412071
1594.881836;0.499992
1619.732300;0.581840
1644.618042;0.637476
1669.239624;0.673374
1693.864746;0.762415
1718.795776;0.830218
1743.755859;0.868241
1768.503540;0.881277
1793.135254;0.945265
1818.084961;1.003907
