time;peak_left
1211.010864;0.002013
1237.361938;0.008117
1260.478271;0.021538
1284.560913;0.042283
1308.284790;0.070389
1332.935425;0.110842
1357.602783;0.155947
1381.812988;0.208845
1406.485962;0.277210
1431.352661;0.339724
1455.990601;0.393211
1480.456421;0.470501
1505.317993;0.545867
1530.228149;0.603029
1554.898804;0.642299
1579.495117;0.717707
1604.422729;0.782716
1629.375610;0.824955
1654.144165;0.842161
1678.791016;0.896767
