time;peak_right
1348.733276;0.005592
1372.124634;0.012460
1395.025391;0.035428
1418.301147;0.060934
1442.382690;0.106049
1466.843628;0.151385
1490.900879;0.209843
1515.532104;0.283731
1540.294800;0.345853
1564.733398;0.401294
1589.322144;0.496010
1614.197754;0.572442
1639.043335;0.620738
1663.557739;0.671009
1688.290527;0.761129
1713.254517;0.821363
1738.190918;0.851105
1762.815796;0.870507
1787.551880;0.947753
1812.550903;1.000072
