time;peak_left
1218.159912;0.003425
1242.380005;0.009679
1265.432739;0.024063
1289.266724;0.043745
1313.024902;0.074336
1337.665405;0.113754
1362.171753;0.157570
1386.395996;0.219361
1411.158691;0.284687
1435.954224;0.341847
1460.386353;0.401795
1485.054199;0.487701
1509.954468;0.555050
1534.781738;0.603954
1559.288452;0.661671
1584.080688;0.739576
1609.042480;0.793281
1633.922363;0.824482
1658.526367;0.858619
1683.348755;0.923754
