time;peak_right
1378.864380;0.008713
1401.495239;0.029074
1425.462769;0.058722
1449.214233;0.096390
1473.722290;0.151176
1498.334106;0.206227
1522.522095;0.265295
1547.189087;0.345053
1572.051392;0.414679
1596.703613;0.469782
1621.135254;0.547495
1646.009277;0.627286
1670.939331;0.685982
1695.657349;0.717831
1720.213989;0.785393
1745.139771;0.855944
1770.125977;0.900688
1794.968262;0.909847
1819.569702;0.948478
1844.462402;1.014013
