time;peak_left
1219.831665;0.004876
1241.740601;0.008852
1264.068481;0.022119
1286.870728;0.042756
1311.039917;0.069375
1335.093384;0.102093
1359.582764;0.158220
1384.225464;0.213081
1408.585083;0.257887
1433.150757;0.334015
1457.987427;0.410207
1482.742310;0.464693
1507.203003;0.518880
1531.969727;0.604781
1556.878906;0.673169
1581.700684;0.707036
1606.283569;0.748976
1631.090210;0.828011
1656.042847;0.879192
1680.964355;0.895583
