time;peak_left
1211.642456;0.005369
1233.763306;0.014178
1256.639282;0.029703
1280.556030;0.054528
1304.907593;0.080462
1329.195435;0.122365
1353.862793;0.179816
1378.496582;0.227193
1402.892944;0.277744
1427.637573;0.353155
1452.485962;0.420601
1477.208984;0.463454
1501.761597;0.523500
1526.592407;0.602821
1551.501587;0.655316
1576.326782;0.682332
1600.954590;0.732115
1625.804565;0.800535
1650.769409;0.836918
1675.695923;0.851881
