time;peak_right
1397.525391;0.028401
1421.251343;0.059363
1445.333862;0.093119
1469.373169;0.142749
1494.025513;0.203511
1518.525879;0.253897
1542.866089;0.323436
1567.678833;0.403186
1592.513062;0.465177
1617.043579;0.508121
1641.667114;0.594342
1666.588257;0.670329
1691.497070;0.713709
1716.160522;0.733805
1740.819336;0.810836
1765.774414;0.875522
1790.767212;0.904897
1815.596802;0.905894
1840.216431;0.951013
1865.146973;1.008754
