time;peak_right
1360.372070;0.005941
1382.060181;0.012773
1405.249878;0.032673
1428.357910;0.060278
1452.557251;0.104680
1476.940308;0.149715
1501.062012;0.213811
1525.747925;0.287515
1550.467896;0.347673
1574.860352;0.411630
1599.538452;0.504758
1624.418457;0.576003
1649.212036;0.622888
1673.704712;0.684753
1698.511108;0.769265
1723.469360;0.823452
1748.346558;0.848694
1772.927612;0.884791
1797.750488;0.956428
1822.749634;1.000766
