time;peak_right
1332.706177;0.011791
1357.089478;0.029271
1380.638672;0.058587
1405.018677;0.094690
1429.151367;0.131931
1453.588989;0.194527
1478.312866;0.254684
1502.885620;0.303949
1527.298462;0.375724
1552.106445;0.453033
1576.944824;0.507789
1601.524780;0.542925
1626.155396;0.623584
1651.057739;0.689970
1675.972778;0.723970
1700.700562;0.741426
1725.348511;0.806145
1750.285767;0.860438
1775.280884;0.884029
1800.145630;0.886780
