time;peak_left
1204.425903;0.010575
1228.150513;0.024855
1251.423706;0.042839
1275.576538;0.071509
1300.114624;0.102674
1324.282104;0.147941
1348.876465;0.207325
1373.589355;0.256021
1398.057739;0.303412
1422.675903;0.382605
1447.514038;0.449003
1472.311890;0.492489
1496.859863;0.545237
1521.619263;0.624264
1546.538696;0.675917
1571.420044;0.705225
1596.046509;0.743902
1620.840332;0.810392
1645.815063;0.848501
1670.768555;0.867885
