time;peak_right
1310.931519;0.003722
1332.398560;0.012966
1354.975708;0.030531
1378.806030;0.061081
1402.463379;0.096084
1426.901978;0.149616
1451.510620;0.204576
1475.687500;0.262743
1500.315552;0.341919
1525.155640;0.411578
1549.772461;0.464895
1574.214722;0.543683
1599.072266;0.621543
1623.979980;0.676177
1648.655273;0.706284
1673.235962;0.777511
1698.169067;0.841256
1723.139771;0.878707
1747.940796;0.886555
1772.573730;0.930825
